Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2020.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1129
2020.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,433
2020.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-618
2020.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,31311
2020.03,Pension funds,261,Closing balance total assets,LE00000,A000000,99124
2020.03,Pension funds,261,Financial assets Closing balance Total financial assets,LE00000,AFA0000,99009
2020.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2792
2020.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,4722
2020.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,9
2020.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,81796
2020.03,Pension funds,261,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,9033
2020.03,Pension funds,261,Financial assets Closing balance financial derivatives,LE00000,AFA0700,126
2020.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,530
2020.03,Pension funds,261,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,99124
2020.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2020.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,60
2020.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,98204
2020.03,Pension funds,261,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,195
2020.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,666
2020.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,116
2020.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,43
2020.03,Pension funds,261,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,72
2020.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2020.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,99124
2020.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,14685
2020.03,Financial auxiliaries,270,Financial assets Closing balance Total financial assets,LE00000,AFA0000,11484
2020.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4178
2020.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,723
2020.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,2391
2020.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2119
2020.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2020.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives,LE00000,AFA0700,48
2020.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2020.03,Financial auxiliaries,270,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,14685
2020.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,393
2020.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,4545
2020.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,6328
2020.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2020.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,81
2020.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3336
2020.03,Financial auxiliaries,270,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,3200
2020.03,Financial auxiliaries,270,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1808
2020.03,Financial auxiliaries,270,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1393
2020.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,0
2020.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,14685
2020.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,296185
2020.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,287884
2020.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,8288
2020.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,23790
2020.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,74693
2020.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,174325
2020.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2020.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,C
2020.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2020.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,304764
2020.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,47074
2020.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,50446
2020.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,189029
2020.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2020.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,692
2020.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,17522
2020.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,8301
2020.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,3905
2020.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,4396
2020.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-8578
2020.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,296185
2020.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,319618
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,177117
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1963
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,34184
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,13118
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,21923
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,73915
2020.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,4770
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,27244
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,147200
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1942
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,89805
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,18133
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,9043
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,6666
2020.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,21611
2020.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,142501
2020.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,108096
2020.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,34405
2020.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,172418
2020.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,319618
2020.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,47595
2020.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,47302
2020.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1984
2020.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,28505
2020.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2020.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,14018
2020.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,531
2020.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,1141
2020.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1121
2020.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,4787
2020.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2020.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2020.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,1197
2020.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1146
2020.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2445
2020.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,293
2020.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2020.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,293
2020.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,42808
2020.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,47595
2020.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,126206
2020.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,21683
2020.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2126
2020.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,840
2020.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,2864
2020.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,13415
2020.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2020.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,655
2020.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1783
2020.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,25132
2020.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,9033
2020.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,9592
2020.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2020.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,3141
2020.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3366
2020.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,104524
2020.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,66561
2020.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,37963
2020.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,101074
2020.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,126206
2020.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,41223
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,12850
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,7138
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,286
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,1721
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,3355
2020.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,2
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,3
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,345
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,2739
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,266
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,1381
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1092
2020.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,28373
2020.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,10995
2020.03,Non-profit institutions serving households,400,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,17378
2020.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,38484
2020.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,41223
2020.03,Households,511,Closing balance total assets,LE00000,A000000,2046342
2020.03,Households,511,Financial assets Closing balance Total financial assets,LE00000,AFA0000,1140446
2020.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,196071
2020.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,3293
2020.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,290
2020.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,828821
2020.03,Households,511,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,111970
2020.03,Households,511,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2020.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2020.03,Households,511,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,239400
2020.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2020.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,239400
2020.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Households,511,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2020.03,Households,511,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2020.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2020.03,Households,511,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,905896
2020.03,Households,511,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,322757
2020.03,Households,511,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,583139
2020.03,Households,511,Closing balance net worth,LE00000,B900000,1806942
2020.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,2046342
2020.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,490861
2020.03,Rest of the world,611,Financial assets Closing balance Total financial assets,LE00000,AFA0000,490861
2020.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1942
2020.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,40033
2020.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,194228
2020.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,55884
2020.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,148609
2020.03,Rest of the world,611,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2020.03,Rest of the world,611,Financial assets Closing balance financial derivatives,LE00000,AFA0700,34728
2020.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2020.03,Rest of the world,611,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,311188
2020.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1963
2020.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,47704
2020.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,72666
2020.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,24121
2020.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,116183
2020.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,2801
2020.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,30267
2020.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,15483
2020.03,Rest of the world,611,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,0
2020.03,Rest of the world,611,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2020.03,Rest of the world,611,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2020.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,179673
2020.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,490861
2020.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,5531513
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance Total financial assets,LE00000,AFA0000,3242846
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1963
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,423084
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,290371
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,743137
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1444684
2020.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives,LE00000,AFA0700,48498
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3422519
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1942
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,415412
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,411933
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,774900
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1477110
2020.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,127118
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,52959
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,161145
2020.03,Total economy (excl rest of the world),800,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,2288667
2020.03,Total economy (excl rest of the world),800,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1043403
2020.03,Total economy (excl rest of the world),800,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1245263
2020.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,2108993
2020.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,5531513
2020.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,6022374
2020.03,Total all sectors,900,Financial assets Closing balance Total financial assets,LE00000,AFA0000,3733707
2020.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,3905
2020.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,463116
2020.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,484599
2020.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,799021
2020.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1593294
2020.03,Total all sectors,900,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,129919
2020.03,Total all sectors,900,Financial assets Closing balance financial derivatives,LE00000,AFA0700,83226
2020.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,176628
2020.03,Total all sectors,900,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3733707
2020.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,3905
2020.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,463116
2020.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,484599
2020.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,799021
2020.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1593294
2020.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,129919
2020.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,83226
2020.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,176628
2020.03,Total all sectors,900,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,2288667
2020.03,Total all sectors,900,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1043403
2020.03,Total all sectors,900,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1245263
2020.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,2288667
2020.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,6022374
2021.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,714003
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance Total financial assets,LE00000,AFA0000,188156
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,28080
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,1908
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,60203
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,91688
2021.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,1850
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives,LE00000,AFA0700,91
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4336
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,714003
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,3971
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,122553
